cid,sellerid,brandname,InStock,priceRan,salesVol,Image
163855,300001,The North Face,FALSE,292,0,NULL
163856,300004,Anta,FALSE,3020,0,NULL
163857,300002,Pandora,FALSE,3003,0,NULL
163858,300003,Fila,FALSE,2709,0,NULL
163859,300004,Dior,FALSE,4187,0,NULL
163860,300004,Celine,FALSE,407,0,NULL
163861,300001,TAG Heuer,FALSE,4840,0,NULL
163862,300002,Tommy Hilfiger,FALSE,1274,0,NULL
163863,300002,Rolex,FALSE,606,0,NULL
163864,300001,Prada,FALSE,3939,0,NULL
163865,300003,COACH,FALSE,3815,0,NULL
163866,300001,Next,FALSE,4309,0,NULL
163867,300003,Cartier,FALSE,682,0,NULL
163868,300002,Ray-Ban,FALSE,2410,0,NULL
163869,300002,Puma,FALSE,2027,0,NULL
163870,300001,Ralph Lauren,FALSE,559,0,NULL
163871,300001,ZARA,FALSE,2681,0,NULL
163872,300004,Bulgari,FALSE,4121,0,NULL
163873,300004,Adidas,FALSE,3177,0,NULL
163874,300001,COACH,FALSE,1410,0,NULL
163875,300003,COACH,FALSE,4459,0,NULL
163876,300004,H&M,FALSE,2050,0,NULL
163877,300002,Adidas,FALSE,2739,0,NULL
163878,300004,Tommy Hilfiger,FALSE,655,0,NULL
163879,300002,Louis Vuitton,FALSE,4115,0,NULL
163880,300003,Levi's,FALSE,527,0,NULL
163881,300003,Next,FALSE,556,0,NULL
163882,300001,Prada,FALSE,568,0,NULL
163883,300004,Skechers,FALSE,2331,0,NULL
163884,300001,The North Face,FALSE,3803,0,NULL
163885,300004,Lao Feng Xiang,FALSE,2675,0,NULL
163886,300003,Louis Vuitton,FALSE,3497,0,NULL
163887,300002,H&M,FALSE,3926,0,NULL
163888,300002,Prada,FALSE,4529,0,NULL
163889,300002,Pandora,FALSE,4395,0,NULL
163890,300001,COACH,FALSE,559,0,NULL
163891,300004,Fila,FALSE,2643,0,NULL
163892,300002,Li Ning,FALSE,567,0,NULL
163893,300003,Next,FALSE,580,0,NULL
163894,300004,Anta,FALSE,3708,0,NULL
163895,300004,Louis Vuitton,FALSE,2438,0,NULL
163896,300003,Li Ning,FALSE,4796,0,NULL
163897,300001,TAG Heuer,FALSE,4701,0,NULL
163898,300002,Lululemon,FALSE,4822,0,NULL
163899,300004,Burberry,FALSE,3452,0,NULL
163900,300001,Ray-Ban,FALSE,4237,0,NULL
163901,300003,COACH,FALSE,1441,0,NULL
163902,300002,Calvin Klein,FALSE,1459,0,NULL
163903,300004,Michael Kors,FALSE,1144,0,NULL
163904,300001,Bosideng,FALSE,3214,0,NULL
163905,300003,Under Armour,FALSE,1642,0,NULL
163906,300004,H&M,FALSE,4565,0,NULL
163907,300004,COACH,FALSE,2654,0,NULL
163908,300002,Chow Tai Fook,FALSE,1920,0,NULL
163909,300001,Old Navy,FALSE,4900,0,NULL
163910,300002,Bosideng,FALSE,4874,0,NULL
163911,300004,Tiffany & Co.,FALSE,4940,0,NULL
163912,300001,Primark / Penney's,FALSE,3804,0,NULL
163913,300003,Moncler,FALSE,4777,0,NULL
163914,300004,Ralph Lauren,FALSE,4860,0,NULL
163915,300001,Givenchy,FALSE,4686,0,NULL
163916,300004,Old Navy,FALSE,3313,0,NULL
163917,300004,H&M,FALSE,4277,0,NULL
163918,300004,Anta,FALSE,1229,0,NULL
163919,300003,Dior,FALSE,362,0,NULL
163920,300004,The North Face,FALSE,569,0,NULL
163921,300002,Bosideng,FALSE,4809,0,NULL
163922,300001,Givenchy,FALSE,137,0,NULL
163923,300001,Nike,FALSE,4083,0,NULL
163924,300002,Old Navy,FALSE,1400,0,NULL
163925,300003,Rolex,FALSE,3572,0,NULL
163926,300003,Burberry,FALSE,4627,0,NULL
163927,300004,Burberry,FALSE,1521,0,NULL
163928,300004,GUCCI,FALSE,1349,0,NULL
163929,300002,Fila,FALSE,4737,0,NULL
163930,300001,Hermès,FALSE,2409,0,NULL
163931,300002,Givenchy,FALSE,341,0,NULL
163932,300003,Tommy Hilfiger,FALSE,233,0,NULL
163933,300004,UNIQLO,FALSE,3729,0,NULL
163934,300001,GUCCI,FALSE,387,0,NULL
163935,300002,Old Navy,FALSE,2192,0,NULL
163936,300003,Omega,FALSE,1392,0,NULL
163937,300004,TAG Heuer,FALSE,2760,0,NULL
163938,300002,Dior,FALSE,4709,0,NULL
163939,300004,Boss,FALSE,4688,0,NULL
163940,300001,Adidas,FALSE,3865,0,NULL
163941,300002,The North Face,FALSE,654,0,NULL
163942,300004,Primark / Penney's,FALSE,3419,0,NULL
163943,300004,Prada,FALSE,1720,0,NULL
163944,300002,Adidas,FALSE,3158,0,NULL
163945,300003,Dior,FALSE,4698,0,NULL
163946,300002,Boss,FALSE,224,0,NULL
163947,300002,Pandora,FALSE,2819,0,NULL
163948,300003,H&M,FALSE,4912,0,NULL
163949,300004,Chow Tai Fook,FALSE,2253,0,NULL
163950,300001,Tiffany & Co.,FALSE,4738,0,NULL
163951,300001,Van Cleef & Arpels,FALSE,1406,0,NULL
163952,300001,Van Cleef & Arpels,FALSE,2716,0,NULL
163953,300001,Tommy Hilfiger,FALSE,3917,0,NULL
163954,300001,Boss,FALSE,1040,0,NULL
163955,300003,Levi's,FALSE,307,0,NULL
163956,300001,TAG Heuer,FALSE,4373,0,NULL
163957,300004,TAG Heuer,FALSE,2684,0,NULL
163958,300002,Prada,FALSE,4706,0,NULL
163959,300003,Fila,FALSE,4518,0,NULL
163960,300001,GUCCI,FALSE,4270,0,NULL
163961,300001,Next,FALSE,3843,0,NULL
163962,300004,Li Ning,FALSE,3643,0,NULL
163963,300004,Ralph Lauren,FALSE,318,0,NULL
163964,300003,Moncler,FALSE,699,0,NULL
163965,300004,Bottega Veneta,FALSE,128,0,NULL
163966,300003,Armani,FALSE,2274,0,NULL
163967,300003,TAG Heuer,FALSE,3829,0,NULL
163968,300002,COACH,FALSE,1248,0,NULL
163969,300001,Moncler,FALSE,241,0,NULL
163970,300003,H&M,FALSE,2265,0,NULL
163971,300001,Tommy Hilfiger,FALSE,2817,0,NULL
163972,300003,Chow Tai Fook,FALSE,669,0,NULL
163973,300004,Yves Saint Laurent,FALSE,2586,0,NULL
163974,300004,Omega,FALSE,2950,0,NULL
163975,300002,Ralph Lauren,FALSE,773,0,NULL
163976,300004,Nike,FALSE,928,0,NULL
163977,300001,Calvin Klein,FALSE,3031,0,NULL
163978,300003,The North Face,FALSE,2696,0,NULL
163979,300003,Anta,FALSE,1454,0,NULL
163980,300002,The North Face,FALSE,4910,0,NULL
163981,300004,Puma,FALSE,1,0,NULL
163982,300001,Victoria's Secret,FALSE,4269,0,NULL
163983,300003,Dior,FALSE,489,0,NULL
163984,300002,Armani,FALSE,5,0,NULL
163985,300001,TAG Heuer,FALSE,3083,0,NULL
163986,300004,Primark / Penney's,FALSE,4036,0,NULL
163987,300003,Primark / Penney's,FALSE,2109,0,NULL
163988,300002,GUCCI,FALSE,2097,0,NULL
163989,300001,Boss,FALSE,1720,0,NULL
163990,300002,Next,FALSE,1834,0,NULL
163991,300004,Yves Saint Laurent,FALSE,1968,0,NULL
163992,300003,Primark / Penney's,FALSE,3436,0,NULL
163993,300003,Levi's,FALSE,4098,0,NULL
163994,300001,Levi's,FALSE,2123,0,NULL
163995,300002,Pandora,FALSE,4567,0,NULL
163996,300003,Ray-Ban,FALSE,1738,0,NULL
163997,300001,Michael Kors,FALSE,3707,0,NULL
163998,300004,Primark / Penney's,FALSE,1313,0,NULL
163999,300003,Bottega Veneta,FALSE,1566,0,NULL
164000,300002,Next,FALSE,3902,0,NULL
164001,300002,Puma,FALSE,2602,0,NULL
164002,300004,Boss,FALSE,1938,0,NULL
164003,300001,Tiffany & Co.,FALSE,4884,0,NULL
164004,300004,Primark / Penney's,FALSE,2965,0,NULL
164005,300002,Adidas,FALSE,1258,0,NULL
164006,300003,Omega,FALSE,541,0,NULL
164007,300002,Burberry,FALSE,4652,0,NULL
164008,300002,Chanel,FALSE,1695,0,NULL
164009,300001,GUCCI,FALSE,3646,0,NULL
164010,300002,Bottega Veneta,FALSE,2945,0,NULL
164011,300002,Rolex,FALSE,4288,0,NULL
164012,300004,Burberry,FALSE,286,0,NULL
164013,300003,Lululemon,FALSE,1176,0,NULL
164014,300001,Primark / Penney's,FALSE,3734,0,NULL
164015,300001,Skechers,FALSE,371,0,NULL
164016,300002,TAG Heuer,FALSE,3620,0,NULL
164017,300001,H&M,FALSE,4250,0,NULL
164018,300004,Givenchy,FALSE,2079,0,NULL
164019,300003,COACH,FALSE,4723,0,NULL
164020,300004,Bottega Veneta,FALSE,2310,0,NULL
164021,300003,Calvin Klein,FALSE,101,0,NULL
164022,300002,Old Navy,FALSE,689,0,NULL
164023,300001,Lululemon,FALSE,4471,0,NULL
164024,300002,Under Armour,FALSE,4757,0,NULL
164025,300003,Michael Kors,FALSE,920,0,NULL
164026,300003,Tommy Hilfiger,FALSE,3285,0,NULL
164027,300001,Yves Saint Laurent,FALSE,1282,0,NULL
164028,300001,Tommy Hilfiger,FALSE,4407,0,NULL
164029,300004,Old Navy,FALSE,4988,0,NULL
164030,300004,Dior,FALSE,1430,0,NULL
164031,300002,Ray-Ban,FALSE,3584,0,NULL
164032,300002,Chow Tai Fook,FALSE,3862,0,NULL
164033,300003,Dior,FALSE,3578,0,NULL
164034,300003,Omega,FALSE,3511,0,NULL
164035,300002,The North Face,FALSE,1875,0,NULL
164036,300004,Skechers,FALSE,1711,0,NULL
164037,300001,Tommy Hilfiger,FALSE,1088,0,NULL
164038,300003,Calvin Klein,FALSE,4343,0,NULL
164039,300001,Tiffany & Co.,FALSE,256,0,NULL
164040,300002,Van Cleef & Arpels,FALSE,2415,0,NULL
164041,300004,Van Cleef & Arpels,FALSE,4006,0,NULL
164042,300003,Bottega Veneta,FALSE,1379,0,NULL
164043,300001,Hermès,FALSE,1823,0,NULL
164044,300004,Bulgari,FALSE,2648,0,NULL
164045,300004,Louis Vuitton,FALSE,3108,0,NULL
164046,300001,Calvin Klein,FALSE,2522,0,NULL
164047,300001,Moncler,FALSE,826,0,NULL
164048,300002,Armani,FALSE,3940,0,NULL
164049,300003,Cartier,FALSE,2756,0,NULL
164050,300002,Puma,FALSE,3722,0,NULL
164051,300002,Lao Feng Xiang,FALSE,1675,0,NULL
164052,300003,TAG Heuer,FALSE,1698,0,NULL
164053,300003,Lao Feng Xiang,FALSE,1951,0,NULL
164054,300001,Tiffany & Co.,FALSE,2804,0,NULL
164055,300001,H&M,FALSE,3319,0,NULL
164056,300001,Dior,FALSE,85,0,NULL
164057,300004,Victoria's Secret,FALSE,803,0,NULL
164058,300004,Tiffany & Co.,FALSE,110,0,NULL
164059,300002,Skechers,FALSE,1319,0,NULL
164060,300001,Louis Vuitton,FALSE,4820,0,NULL
164061,300003,Bulgari,FALSE,4616,0,NULL
164062,300001,ZARA,FALSE,357,0,NULL
164063,300003,Tiffany & Co.,FALSE,2672,0,NULL
164064,300004,Chanel,FALSE,2727,0,NULL
164065,300001,H&M,FALSE,2298,0,NULL
164066,300002,Pandora,FALSE,729,0,NULL
164067,300001,Lao Feng Xiang,FALSE,977,0,NULL
164068,300003,Rolex,FALSE,4707,0,NULL
164069,300002,Li Ning,FALSE,2698,0,NULL
164070,300003,Moncler,FALSE,2202,0,NULL
164071,300001,Louis Vuitton,FALSE,4923,0,NULL
164072,300001,UNIQLO,FALSE,3096,0,NULL
164073,300002,COACH,FALSE,1365,0,NULL
164074,300002,The North Face,FALSE,3137,0,NULL
164075,300002,Armani,FALSE,1259,0,NULL
164076,300003,Armani,FALSE,1740,0,NULL
164077,300001,ZARA,FALSE,4366,0,NULL
164078,300001,Bosideng,FALSE,2091,0,NULL
164079,300001,Rolex,FALSE,1895,0,NULL
164080,300002,Bosideng,FALSE,4692,0,NULL
164081,300002,The North Face,FALSE,4259,0,NULL
164082,300001,Under Armour,FALSE,3841,0,NULL
164083,300001,Cartier,FALSE,1839,0,NULL
164084,300001,Lao Feng Xiang,FALSE,1111,0,NULL
164085,300004,Cartier,FALSE,1592,0,NULL
164086,300001,Bosideng,FALSE,4594,0,NULL
164087,300002,Bottega Veneta,FALSE,4811,0,NULL
164088,300003,Hermès,FALSE,1264,0,NULL
164089,300002,Hermès,FALSE,395,0,NULL
164090,300001,Skechers,FALSE,4607,0,NULL
164091,300003,ZARA,FALSE,4298,0,NULL
164092,300003,UNIQLO,FALSE,4796,0,NULL
164093,300003,Tommy Hilfiger,FALSE,3858,0,NULL
164094,300001,Givenchy,FALSE,4475,0,NULL
164095,300003,Bosideng,FALSE,2450,0,NULL
164096,300001,Van Cleef & Arpels,FALSE,418,0,NULL
164097,300002,Louis Vuitton,FALSE,2453,0,NULL
164098,300004,Under Armour,FALSE,3764,0,NULL
164099,300001,Celine,FALSE,4749,0,NULL
164100,300002,Moncler,FALSE,81,0,NULL
164101,300004,Bulgari,FALSE,4825,0,NULL
164102,300004,Bottega Veneta,FALSE,4211,0,NULL
164103,300003,Lululemon,FALSE,3390,0,NULL
164104,300003,Chanel,FALSE,1060,0,NULL
164105,300002,Puma,FALSE,802,0,NULL
164106,300003,Bosideng,FALSE,418,0,NULL
164107,300004,Tiffany & Co.,FALSE,3599,0,NULL
164108,300002,Ralph Lauren,FALSE,2923,0,NULL
164109,300002,Lao Feng Xiang,FALSE,4925,0,NULL
164110,300003,Tommy Hilfiger,FALSE,4747,0,NULL
164111,300001,GUCCI,FALSE,3624,0,NULL
164112,300002,Moncler,FALSE,2684,0,NULL
164113,300002,Li Ning,FALSE,1517,0,NULL
164114,300003,Moncler,FALSE,4950,0,NULL
164115,300003,Michael Kors,FALSE,4809,0,NULL
164116,300003,Chow Tai Fook,FALSE,607,0,NULL
164117,300001,Bulgari,FALSE,1087,0,NULL
164118,300002,Li Ning,FALSE,2843,0,NULL
164119,300001,Adidas,FALSE,2947,0,NULL
164120,300002,Li Ning,FALSE,4231,0,NULL
164121,300003,Skechers,FALSE,2348,0,NULL
164122,300003,Old Navy,FALSE,634,0,NULL
164123,300001,Michael Kors,FALSE,740,0,NULL
164124,300003,Lao Feng Xiang,FALSE,4924,0,NULL
164125,300003,Yves Saint Laurent,FALSE,3111,0,NULL
164126,300004,Adidas,FALSE,2466,0,NULL
164127,300002,Michael Kors,FALSE,1092,0,NULL
164128,300001,Next,FALSE,2019,0,NULL
164129,300002,Skechers,FALSE,2106,0,NULL
164130,300001,Moncler,FALSE,478,0,NULL
164131,300003,Bosideng,FALSE,4799,0,NULL
164132,300003,Chanel,FALSE,3818,0,NULL
164133,300002,Under Armour,FALSE,667,0,NULL
164134,300002,Yves Saint Laurent,FALSE,1224,0,NULL
164135,300002,Nike,FALSE,4197,0,NULL
164136,300002,Tiffany & Co.,FALSE,1882,0,NULL
164137,300002,Chow Tai Fook,FALSE,2858,0,NULL
164138,300002,Bosideng,FALSE,1273,0,NULL
164139,300001,Next,FALSE,3137,0,NULL
164140,300004,Tommy Hilfiger,FALSE,2973,0,NULL
164141,300004,Rolex,FALSE,3068,0,NULL
164142,300001,Tommy Hilfiger,FALSE,4811,0,NULL
164143,300002,Dior,FALSE,2287,0,NULL
164144,300004,Fila,FALSE,2492,0,NULL
164145,300004,UNIQLO,FALSE,2102,0,NULL
164146,300001,Skechers,FALSE,964,0,NULL
164147,300002,Van Cleef & Arpels,FALSE,2661,0,NULL
164148,300001,COACH,FALSE,230,0,NULL
164149,300001,Chow Tai Fook,FALSE,3188,0,NULL
164150,300004,Ralph Lauren,FALSE,4380,0,NULL
164151,300002,Dior,FALSE,4644,0,NULL
164152,300004,Ray-Ban,FALSE,1218,0,NULL
164153,300002,Under Armour,FALSE,4232,0,NULL
164154,300003,Hermès,FALSE,96,0,NULL
164155,300002,Ralph Lauren,FALSE,882,0,NULL
164156,300004,GUCCI,FALSE,361,0,NULL
164157,300004,Louis Vuitton,FALSE,1966,0,NULL
164158,300001,Bottega Veneta,FALSE,2901,0,NULL
164159,300004,Victoria's Secret,FALSE,4906,0,NULL
164160,300004,Rolex,FALSE,3584,0,NULL
164161,300001,Lao Feng Xiang,FALSE,424,0,NULL
164162,300004,Givenchy,FALSE,213,0,NULL
164163,300001,The North Face,FALSE,4781,0,NULL
164164,300003,Prada,FALSE,1071,0,NULL
164165,300001,Omega,FALSE,47,0,NULL
164166,300001,Skechers,FALSE,3845,0,NULL
164167,300001,Nike,FALSE,2173,0,NULL
164168,300003,UNIQLO,FALSE,3611,0,NULL
164169,300002,Armani,FALSE,2847,0,NULL
164170,300003,Bulgari,FALSE,966,0,NULL
164171,300003,Primark / Penney's,FALSE,1077,0,NULL
164172,300004,Nike,FALSE,1264,0,NULL
164173,300001,Chow Tai Fook,FALSE,3461,0,NULL
164174,300001,TAG Heuer,FALSE,3772,0,NULL
164175,300003,Tommy Hilfiger,FALSE,3699,0,NULL
164176,300002,Anta,FALSE,3892,0,NULL
164177,300004,Boss,FALSE,3714,0,NULL
164178,300001,Skechers,FALSE,5,0,NULL
164179,300001,Victoria's Secret,FALSE,4389,0,NULL
164180,300002,COACH,FALSE,4779,0,NULL
164181,300002,Van Cleef & Arpels,FALSE,391,0,NULL
164182,300004,H&M,FALSE,2720,0,NULL
164183,300001,Yves Saint Laurent,FALSE,4305,0,NULL
164184,300001,Louis Vuitton,FALSE,461,0,NULL
164185,300001,Victoria's Secret,FALSE,3918,0,NULL
164186,300002,Nike,FALSE,248,0,NULL
164187,300002,Bosideng,FALSE,4849,0,NULL
164188,300002,Li Ning,FALSE,4642,0,NULL
164189,300002,Van Cleef & Arpels,FALSE,390,0,NULL
164190,300004,Yves Saint Laurent,FALSE,520,0,NULL
164191,300003,Armani,FALSE,4110,0,NULL
164192,300002,UNIQLO,FALSE,4340,0,NULL
164193,300001,Puma,FALSE,1536,0,NULL
164194,300004,Nike,FALSE,3385,0,NULL
164195,300003,Givenchy,FALSE,686,0,NULL
164196,300003,Old Navy,FALSE,185,0,NULL
164197,300001,GUCCI,FALSE,164,0,NULL
164198,300004,The North Face,FALSE,4815,0,NULL
164199,300003,Armani,FALSE,3285,0,NULL
164200,300001,Levi's,FALSE,1046,0,NULL
164201,300003,Celine,FALSE,4124,0,NULL
164202,300003,Chow Tai Fook,FALSE,1306,0,NULL
164203,300001,Lululemon,FALSE,2719,0,NULL
164204,300004,Hermès,FALSE,1329,0,NULL
164205,300004,Louis Vuitton,FALSE,3158,0,NULL
164206,300002,Bulgari,FALSE,3722,0,NULL
164207,300004,Bulgari,FALSE,3867,0,NULL
164208,300004,Lululemon,FALSE,4965,0,NULL
164209,300003,Lao Feng Xiang,FALSE,271,0,NULL
164210,300003,Givenchy,FALSE,3321,0,NULL
164211,300003,Prada,FALSE,229,0,NULL
164212,300001,Bottega Veneta,FALSE,982,0,NULL
164213,300002,Li Ning,FALSE,1872,0,NULL
164214,300004,Hermès,FALSE,2186,0,NULL
164215,300003,Next,FALSE,2606,0,NULL
164216,300003,Chow Tai Fook,FALSE,3210,0,NULL
164217,300002,Adidas,FALSE,1678,0,NULL
164218,300002,The North Face,FALSE,1531,0,NULL
164219,300002,Pandora,FALSE,4033,0,NULL
164220,300001,Boss,FALSE,2448,0,NULL
164221,300001,Pandora,FALSE,219,0,NULL
164222,300001,COACH,FALSE,2511,0,NULL
164223,300002,H&M,FALSE,295,0,NULL
164224,300002,Chow Tai Fook,FALSE,718,0,NULL
164225,300003,Chanel,FALSE,2083,0,NULL
164226,300001,Yves Saint Laurent,FALSE,1460,0,NULL
164227,300001,Adidas,FALSE,583,0,NULL
164228,300004,Bulgari,FALSE,578,0,NULL
164229,300001,Adidas,FALSE,4159,0,NULL
164230,300004,Ralph Lauren,FALSE,1128,0,NULL
164231,300001,Bosideng,FALSE,3971,0,NULL
164232,300001,Bulgari,FALSE,1325,0,NULL
164233,300001,Burberry,FALSE,514,0,NULL
164234,300004,Cartier,FALSE,1554,0,NULL
164235,300004,Li Ning,FALSE,62,0,NULL
164236,300001,Boss,FALSE,3335,0,NULL
164237,300002,Bosideng,FALSE,4085,0,NULL
164238,300002,COACH,FALSE,2656,0,NULL
164239,300003,Dior,FALSE,2981,0,NULL
164240,300003,Ralph Lauren,FALSE,3110,0,NULL
164241,300001,Tommy Hilfiger,FALSE,822,0,NULL
164242,300004,Dior,FALSE,4999,0,NULL
164243,300003,Pandora,FALSE,3995,0,NULL
164244,300002,Anta,FALSE,1662,0,NULL
164245,300004,H&M,FALSE,3219,0,NULL
164246,300002,Armani,FALSE,514,0,NULL
164247,300001,Cartier,FALSE,4284,0,NULL
164248,300004,Next,FALSE,2498,0,NULL
164249,300003,Chanel,FALSE,3667,0,NULL
164250,300001,Yves Saint Laurent,FALSE,3931,0,NULL
164251,300004,Michael Kors,FALSE,2513,0,NULL
164252,300003,Levi's,FALSE,4984,0,NULL
164253,300001,Rolex,FALSE,1528,0,NULL
164254,300003,TAG Heuer,FALSE,4125,0,NULL
164255,300004,Nike,FALSE,2052,0,NULL
164256,300002,Lao Feng Xiang,FALSE,3109,0,NULL
164257,300003,Burberry,FALSE,2620,0,NULL
164258,300002,Old Navy,FALSE,4497,0,NULL
164259,300004,Ralph Lauren,FALSE,4777,0,NULL
164260,300004,Ray-Ban,FALSE,2204,0,NULL
164261,300003,ZARA,FALSE,2878,0,NULL
164262,300004,Primark / Penney's,FALSE,2488,0,NULL
164263,300004,Van Cleef & Arpels,FALSE,2154,0,NULL
164264,300003,Victoria's Secret,FALSE,1922,0,NULL
164265,300004,Chow Tai Fook,FALSE,4056,0,NULL
164266,300003,Next,FALSE,457,0,NULL
164267,300003,Tommy Hilfiger,FALSE,398,0,NULL
164268,300004,Anta,FALSE,1125,0,NULL
164269,300003,GUCCI,FALSE,1510,0,NULL
164270,300002,Armani,FALSE,328,0,NULL
164271,300002,Chanel,FALSE,503,0,NULL
164272,300004,Lululemon,FALSE,1200,0,NULL
164273,300002,Lululemon,FALSE,2122,0,NULL
164274,300001,Rolex,FALSE,3293,0,NULL
164275,300001,Chanel,FALSE,622,0,NULL
164276,300004,Hermès,FALSE,2413,0,NULL
164277,300002,GUCCI,FALSE,2269,0,NULL
164278,300002,Lululemon,FALSE,2679,0,NULL
164279,300002,Moncler,FALSE,2112,0,NULL
164280,300002,Rolex,FALSE,2148,0,NULL
164281,300002,COACH,FALSE,2567,0,NULL
164282,300003,Puma,FALSE,1457,0,NULL
164283,300001,Puma,FALSE,3592,0,NULL
164284,300004,Moncler,FALSE,4010,0,NULL
164285,300002,Dior,FALSE,3831,0,NULL
164286,300003,Burberry,FALSE,583,0,NULL
164287,300001,Puma,FALSE,4770,0,NULL
164288,300002,Ray-Ban,FALSE,4800,0,NULL
164289,300003,Michael Kors,FALSE,4737,0,NULL
164290,300003,Tommy Hilfiger,FALSE,2233,0,NULL
164291,300002,Bulgari,FALSE,1797,0,NULL
164292,300004,Givenchy,FALSE,1774,0,NULL
164293,300003,Louis Vuitton,FALSE,1028,0,NULL
164294,300001,Adidas,FALSE,3707,0,NULL
164295,300004,Tiffany & Co.,FALSE,985,0,NULL
164296,300001,Dior,FALSE,1307,0,NULL
164297,300002,Pandora,FALSE,4665,0,NULL
164298,300004,Michael Kors,FALSE,4206,0,NULL
164299,300001,Chanel,FALSE,34,0,NULL
164300,300003,COACH,FALSE,4287,0,NULL
164301,300001,The North Face,FALSE,2898,0,NULL
164302,300001,Pandora,FALSE,4693,0,NULL
164303,300003,Michael Kors,FALSE,329,0,NULL
164304,300001,TAG Heuer,FALSE,3945,0,NULL
164305,300002,Burberry,FALSE,379,0,NULL
164306,300002,TAG Heuer,FALSE,2452,0,NULL
164307,300003,The North Face,FALSE,1153,0,NULL
164308,300002,Tommy Hilfiger,FALSE,2000,0,NULL
164309,300004,ZARA,FALSE,3546,0,NULL
164310,300004,Lululemon,FALSE,2582,0,NULL
164311,300004,Armani,FALSE,4202,0,NULL
164312,300001,Puma,FALSE,635,0,NULL
164313,300001,Boss,FALSE,1727,0,NULL
164314,300001,Lao Feng Xiang,FALSE,2683,0,NULL
164315,300001,Puma,FALSE,3547,0,NULL
164316,300001,Lao Feng Xiang,FALSE,890,0,NULL
164317,300004,Nike,FALSE,2922,0,NULL
164318,300002,Rolex,FALSE,1262,0,NULL
164319,300001,Dior,FALSE,4463,0,NULL
164320,300004,Old Navy,FALSE,4660,0,NULL
164321,300002,Bottega Veneta,FALSE,2555,0,NULL
164322,300002,Tiffany & Co.,FALSE,3988,0,NULL
164323,300003,Under Armour,FALSE,1464,0,NULL
164324,300004,Levi's,FALSE,759,0,NULL
164325,300003,Primark / Penney's,FALSE,3924,0,NULL
164326,300001,Levi's,FALSE,2296,0,NULL
164327,300002,UNIQLO,FALSE,2150,0,NULL
164328,300004,Anta,FALSE,3346,0,NULL
164329,300003,Puma,FALSE,1929,0,NULL
164330,300003,Bosideng,FALSE,2425,0,NULL
164331,300001,Cartier,FALSE,2690,0,NULL
164332,300004,Pandora,FALSE,2833,0,NULL
164333,300004,Under Armour,FALSE,4539,0,NULL
164334,300004,Lululemon,FALSE,2853,0,NULL
164335,300002,Bottega Veneta,FALSE,4117,0,NULL
164336,300002,Tiffany & Co.,FALSE,855,0,NULL
164337,300002,GUCCI,FALSE,1148,0,NULL
164338,300004,Van Cleef & Arpels,FALSE,1547,0,NULL
164339,300002,Cartier,FALSE,2928,0,NULL
164340,300002,Michael Kors,FALSE,4819,0,NULL
164341,300001,Boss,FALSE,4292,0,NULL
164342,300001,Old Navy,FALSE,3816,0,NULL
164343,300001,Rolex,FALSE,3924,0,NULL
164344,300001,Li Ning,FALSE,1129,0,NULL
164345,300002,Victoria's Secret,FALSE,1217,0,NULL
164346,300002,Anta,FALSE,4596,0,NULL
164347,300002,Givenchy,FALSE,1905,0,NULL
164348,300003,Armani,FALSE,3603,0,NULL
164349,300002,Lululemon,FALSE,730,0,NULL
164350,300001,Victoria's Secret,FALSE,4688,0,NULL
164351,300003,GUCCI,FALSE,1062,0,NULL
164352,300004,GUCCI,FALSE,422,0,NULL
164353,300001,TAG Heuer,FALSE,3103,0,NULL
164354,300001,Adidas,FALSE,923,0,NULL
164355,300001,Cartier,FALSE,1017,0,NULL
164356,300002,Rolex,FALSE,4768,0,NULL
164357,300003,Van Cleef & Arpels,FALSE,1051,0,NULL
164358,300002,Pandora,FALSE,4801,0,NULL
164359,300003,GUCCI,FALSE,1102,0,NULL
164360,300004,Nike,FALSE,1840,0,NULL
164361,300002,Prada,FALSE,1359,0,NULL
164362,300003,ZARA,FALSE,53,0,NULL
164363,300004,Levi's,FALSE,4321,0,NULL
164364,300003,Nike,FALSE,4210,0,NULL
164365,300002,Ralph Lauren,FALSE,1278,0,NULL
164366,300003,Next,FALSE,4094,0,NULL
164367,300001,Hermès,FALSE,4376,0,NULL
164368,300004,Nike,FALSE,4910,0,NULL
164369,300004,Rolex,FALSE,4615,0,NULL
164370,300004,Skechers,FALSE,3845,0,NULL
164371,300004,Pandora,FALSE,2280,0,NULL
164372,300001,Omega,FALSE,194,0,NULL
164373,300001,Chow Tai Fook,FALSE,2816,0,NULL
164374,300003,Lululemon,FALSE,4779,0,NULL
164375,300004,Primark / Penney's,FALSE,1813,0,NULL
164376,300002,Chow Tai Fook,FALSE,2306,0,NULL
164377,300002,Fila,FALSE,2835,0,NULL
164378,300004,Chow Tai Fook,FALSE,367,0,NULL
164379,300003,Armani,FALSE,2216,0,NULL
164380,300002,Armani,FALSE,4244,0,NULL
164381,300002,Prada,FALSE,3728,0,NULL
164382,300003,Moncler,FALSE,2031,0,NULL
164383,300002,Victoria's Secret,FALSE,247,0,NULL
164384,300004,Lao Feng Xiang,FALSE,697,0,NULL
164385,300003,Primark / Penney's,FALSE,142,0,NULL
164386,300003,Next,FALSE,3179,0,NULL
164387,300004,Lao Feng Xiang,FALSE,3800,0,NULL
